,region,price,total_area,kitchen_area,living_area,rooms_count,floor,floors_number,isСomplete,house_material,balcony,passenger_elevator,is_apartments,is_auction,locate,is_metro,m_minute,m_type
5173,nng,5110408,30.1,6.0200000000000005,15.05,1,4,21,0,monolith,0,1,0,0,Волга,1,10,walk
5174,nng,5390000,43.2,6.5,30.7,2,5,5,0,brick,1,1,0,0,Волга,1,10,walk
5175,nng,11413131,79.5,15.9,39.75,3,1,10,1,monolithBrick,0,1,0,0,Волга,1,10,walk
5176,nng,7600000,81.1,7.7,55.1,3,4,5,0,brick,1,1,0,0,Волга,0,0,NO
5177,nng,4350000,24.27,4.854,14.1,1,19,27,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5178,nng,7800000,57.7,17.0,35.7,3,8,9,0,panel,0,1,0,0,Волга,0,0,NO
5179,nng,27330000,78.06,15.612000000000002,67.7,2,2,4,0,monolithBrick,0,1,0,0,Волга,1,10,walk
5180,nng,5200000,43.9,5.5,28.0,2,4,5,0,brick,1,1,0,0,Волга,0,0,NO
5181,nng,14342845,55.0,11.0,27.5,1,13,21,1,monolith,0,1,0,0,Волга,1,10,walk
5182,nng,5300000,58.0,5.8,48.0,3,1,5,1,panel,0,1,0,0,Волга,1,10,walk
5183,nng,8650000,42.9,13.9,16.0,1,15,18,1,monolithBrick,0,0,0,0,Волга,1,10,walk
5184,nng,5000000,50.8,6.0,34.5,2,5,5,0,panel,1,1,0,0,Волга,0,0,NO
5185,nng,9348350,73.9,15.3,36.95,3,5,8,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5186,nng,9850000,65.7,12.2,39.1,3,8,10,0,monolithBrick,0,1,0,0,Волга,0,0,NO
5187,nng,8990000,45.7,19.9,11.8,1,1,19,0,monolith,0,0,0,0,Волга,1,10,walk
5188,nng,4350000,29.1,5.5,17.2,1,6,10,0,brick,0,1,0,0,Волга,0,0,NO
5189,nng,12990000,74.9,9.9,41.6,3,1,17,1,monolithBrick,0,0,0,0,Волга,1,10,walk
5190,nng,5200000,45.8,7.0,28.0,2,1,9,0,panel,0,1,0,0,Волга,0,0,NO
5191,nng,7415522,45.1,9.020000000000001,22.55,1,1,10,1,monolithBrick,0,1,0,0,Волга,1,10,walk
5192,nng,7650000,42.7,11.1,18.3,1,9,18,0,brick,0,1,0,0,Волга,0,0,NO
5193,nng,7803000,57.8,13.4,28.9,2,5,8,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5194,nng,6500000,52.6,9.0,38.6,2,8,9,1,panel,0,1,0,0,Волга,1,10,walk
5195,nng,11890000,69.9,10.9,34.2,2,14,19,0,monolith,0,0,0,0,Волга,1,10,walk
5196,nng,5700000,65.3,10.0,39.9,3,1,9,0,panel,0,1,0,0,Волга,0,0,NO
5197,nng,8864804,64.6,12.92,32.3,2,1,25,1,monolith,0,0,0,0,Волга,1,10,walk
5198,nng,4950000,51.0,6.0,34.5,3,4,5,1,panel,1,1,0,0,Волга,1,10,walk
5199,nng,12693364,48.9,9.780000000000001,24.45,1,12,21,1,monolith,0,1,0,0,Волга,1,10,walk
5200,nng,6300000,37.9,10.7,16.9,1,18,25,1,monolith,0,1,0,0,Волга,0,0,NO
5201,nng,6490000,19.9,3.98,9.1,1,10,24,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5202,nng,6900000,62.7,9.1,37.9,3,2,9,0,panel,1,1,0,0,Волга,0,0,NO
5203,nng,38210000,106.13,21.226,94.2,3,5,6,0,monolithBrick,0,1,0,0,Волга,1,10,walk
5204,nng,25000000,112.0,16.0,58.0,3,5,6,1,brick,1,1,0,0,Волга,0,0,NO
5205,nng,24728000,112.4,32.1,48.3,4,7,9,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5206,nng,9000000,48.0,4.0,35.0,2,8,16,1,monolith,0,2,0,0,Волга,1,10,walk
5207,nng,22607979,91.3,18.26,45.65,3,14,21,1,monolith,0,1,0,0,Волга,1,10,walk
5208,nng,8400000,84.0,10.1,53.7,4,1,5,0,stalin,0,1,0,0,Волга,1,10,walk
5209,nng,13100000,79.4,30.6,35.1,2,16,18,1,monolithBrick,0,0,0,0,Волга,1,10,walk
5210,nng,7000000,64.0,9.3,38.5,3,4,9,0,panel,1,1,0,0,Волга,0,0,NO
5211,nng,11071000,40.7,18.8,10.9,1,4,9,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5212,nng,9000000,52.0,8.5,30.5,2,8,10,0,panel,0,1,0,0,Волга,0,0,NO
5213,nng,5925000,39.5,13.8,19.75,1,2,8,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5214,nng,3300000,32.0,5.0,22.0,1,1,2,0,block,0,1,0,0,Волга,0,0,NO
5215,nng,15990000,80.9,12.0,44.9,3,15,19,0,monolith,0,0,0,0,Волга,1,10,walk
5216,nng,5800000,41.0,5.5,27.0,2,4,5,0,brick,1,1,0,0,Волга,0,0,NO
5217,nng,19950000,133.7,26.74,123.5,1,18,18,1,monolithBrick,0,0,0,0,Волга,1,10,walk
5218,nng,15000000,212.0,15.3,134.0,6,7,8,0,brick,0,0,0,0,Волга,0,0,NO
5219,nng,13102468,56.2,11.240000000000002,28.1,1,2,21,1,monolith,0,1,0,0,Волга,1,10,walk
5220,nng,2600000,39.9,6.9,28.0,2,1,2,0,wood,0,1,0,0,Волга,0,0,NO
5221,nng,26444462,112.1,33.1,46.7,3,20,24,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5222,nng,5300000,64.0,7.5,46.0,3,2,3,0,brick,1,1,0,0,Волга,0,0,NO
5223,nng,19183897,73.4,14.680000000000001,36.7,2,11,21,1,monolith,0,1,0,0,Волга,1,10,walk
5224,nng,2950000,37.7,5.0,27.5,2,2,3,0,brick,0,1,0,0,Волга,0,0,NO
5225,nng,5446243,29.7,5.94,14.85,1,2,18,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5226,nng,5300000,43.1,6.0,30.0,2,4,5,0,brick,0,1,0,0,Волга,0,0,NO
5227,nng,65598750,205.8,41.160000000000004,102.9,5,19,21,1,monolith,0,1,0,0,Волга,1,10,walk
5228,nng,4350000,36.0,8.1,20.8,1,8,10,1,brick,0,1,0,0,Волга,1,10,walk
5229,nng,39150000,108.75,21.75,94.8,4,6,6,0,monolithBrick,0,1,0,0,Волга,1,10,walk
5230,nng,5750000,43.0,6.0,28.5,2,2,5,0,brick,1,1,0,0,Волга,1,10,walk
5231,nng,44816250,140.6,28.12,70.3,4,20,21,1,monolith,0,1,0,0,Волга,1,10,walk
5232,nng,4700000,53.6,6.0,38.0,3,2,3,0,brick,1,1,0,0,Волга,0,0,NO
5233,nng,63080625,197.9,39.580000000000005,98.95,4,21,21,1,monolith,0,1,0,0,Волга,1,10,walk
5234,nng,4050000,43.0,5.5,28.0,2,5,5,0,panel,1,1,0,0,Волга,0,0,NO
5235,nng,17991600,95.0,19.0,47.5,3,16,20,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5236,nng,5500000,34.0,9.0,17.0,1,1,1,0,monolithBrick,0,1,0,0,Волга,0,0,NO
5237,nng,7743750,44.25,8.85,22.125,1,13,15,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5238,nng,5300000,35.9,8.5,17.3,1,2,14,0,brick,0,1,0,0,Волга,0,0,NO
5239,nng,7845862,40.8,12.9,10.7,1,12,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5240,nng,4050000,40.0,5.4,29.0,2,2,2,0,brick,0,1,0,0,Волга,0,0,NO
5241,nng,14677090,85.9,12.5,45.7,4,5,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5242,nng,4680000,39.6,7.0,21.5,2,2,2,1,block,0,1,0,0,Волга,1,10,walk
5243,nng,12246400,71.2,14.240000000000002,35.6,3,8,10,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5244,nng,5400000,45.0,8.0,27.5,2,1,9,0,panel,0,1,0,0,Волга,0,0,NO
5245,nng,12412400,68.0,13.600000000000001,34.0,2,9,20,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5246,nng,7990000,45.4,10.8,22.2,2,3,10,0,monolithBrick,0,1,0,0,Волга,0,0,NO
5247,nng,7676560,42.7,9.8,18.1,2,7,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5248,nng,3800000,44.7,6.0,28.7,2,5,5,0,brick,1,1,0,0,Волга,0,0,NO
5249,nng,13909850,95.93,22.3,38.3,3,5,19,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5250,nng,7200000,61.5,10.0,40.0,2,5,5,0,brick,0,1,0,0,Волга,0,0,NO
5251,nng,12764929,76.8,8.8,44.8,3,3,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5252,nng,6000000,62.5,7.1,42.8,3,8,9,0,panel,1,1,0,0,Волга,0,0,NO
5253,nng,13024300,93.7,18.7,48.7,3,7,10,1,monolithBrick,0,0,0,0,Волга,1,10,walk
5254,nng,9500000,80.9,11.0,60.7,3,6,6,0,brick,0,1,0,0,Волга,0,0,NO
5255,nng,7944000,33.0,6.6000000000000005,16.5,1,6,24,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5256,nng,4100000,26.84,5.0,13.3,1,7,10,0,panel,0,1,0,0,Волга,0,0,NO
5257,nng,12154800,72.35,14.469999999999999,36.175,3,6,15,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5258,nng,16900000,70.3,14.7,37.3,2,7,14,0,monolithBrick,0,1,0,0,Волга,0,0,NO
5259,nng,5085056,25.9,5.5,7.1,1,3,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5260,nng,14100000,89.04,14.7,49.9,3,6,17,0,brick,0,1,0,0,Волга,0,0,NO
5261,nng,19760038,80.25,16.05,40.125,3,4,18,1,monolithBrick,0,0,0,0,Волга,1,10,walk
5262,nng,11200000,71.6,9.6,39.5,3,9,15,0,monolith,0,1,0,0,Волга,0,0,NO
5263,nng,9315450,57.15,11.43,28.575,2,8,15,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5264,nng,9700000,80.0,9.3,55.2,4,4,9,0,panel,1,1,0,0,Волга,0,0,NO
5265,nng,9537840,61.14,18.5,24.2,2,3,19,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5266,nng,6800000,64.0,9.0,39.0,3,5,9,0,panel,1,1,0,0,Волга,0,0,NO
5267,nng,7484400,46.2,16.9,14.8,1,1,10,1,monolithBrick,0,0,0,0,Волга,1,10,walk
5268,nng,14500000,88.0,16.0,44.0,2,5,19,0,monolithBrick,0,1,0,0,Волга,0,0,NO
5269,nng,12719400,74.82,3.8,34.9,3,25,25,1,brick,0,0,0,0,Волга,1,10,walk
5270,nng,21450000,192.0,22.1,126.0,5,4,5,0,brick,0,1,0,0,Волга,0,0,NO
5271,nng,11285350,52.49,12.2,26.8,2,15,19,0,monolith,0,0,0,0,Волга,1,10,walk
5272,nng,6050000,47.8,9.0,30.0,2,3,9,0,brick,0,1,0,0,Волга,0,0,NO
5273,nng,14873000,66.1,13.219999999999999,33.05,2,1,9,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5274,nng,3790000,35.0,8.6,17.3,1,4,9,0,brick,0,1,0,0,Волга,0,0,NO
5276,nng,8500000,74.6,8.0,54.0,3,1,4,0,brick,0,1,0,0,Волга,0,0,NO
5277,nng,11048100,52.61,12.3,26.8,2,9,19,0,monolith,0,0,0,0,Волга,1,10,walk
5278,nng,2500000,60.3,7.5,43.0,3,4,9,0,panel,1,1,0,0,Волга,0,0,NO
5279,nng,10996560,50.91,12.4,25.8,2,14,19,0,monolith,0,0,0,0,Волга,1,10,walk
5280,nng,3000000,26.0,5.0,16.0,1,2,2,0,block,0,1,0,0,Волга,0,0,NO
5281,nng,5630112,55.36,11.072000000000001,27.68,2,7,9,0,monolith,0,0,0,0,Волга,1,10,walk
5282,nng,4950000,43.4,7.1,27.3,2,1,9,0,panel,0,1,0,0,Волга,0,0,NO
5283,nng,4362930,38.61,7.722,19.305,1,1,9,0,monolith,0,0,0,0,Волга,1,10,walk
5284,nng,5000000,36.5,11.0,17.0,1,9,9,0,panel,0,1,0,0,Волга,0,0,NO
5285,nng,18523200,81.0,16.2,40.5,3,21,24,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5286,nng,11000000,88.0,9.0,65.0,4,4,9,1,panel,0,1,0,0,Волга,1,10,walk
5287,nng,16922500,96.0,19.200000000000003,48.0,3,9,20,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5288,nng,65000000,200.0,27.0,109.6,4,7,7,1,monolith,1,1,0,0,Волга,1,10,walk
5289,nng,9113460,94.44,18.888,47.22,4,5,9,0,monolith,0,0,0,0,Волга,1,10,walk
5290,nng,23000000,68.0,15.0,35.0,2,6,9,1,monolithBrick,0,0,0,0,Волга,1,10,walk
5291,nng,10922560,51.04,10.208,25.52,2,12,19,0,panel,0,0,0,0,Волга,1,10,walk
5292,nng,5750000,31.7,5.0,20.0,1,3,5,1,brick,1,1,0,0,Волга,1,10,walk
5293,nng,6835580,26.09,5.218,13.045,1,19,19,0,panel,0,0,0,0,Волга,1,10,walk
5294,nng,2390000,19.0,3.0,10.0,1,2,2,1,monolithBrick,0,1,0,0,Волга,1,10,walk
5295,nng,10915110,52.73,10.546,26.365,2,3,19,0,panel,0,0,0,0,Волга,1,10,walk
5296,nng,8000000,67.0,9.0,33.5,3,10,10,1,panel,1,1,0,0,Волга,1,10,walk
5297,nng,5894832,58.02,11.604000000000001,29.01,2,2,9,0,monolith,0,0,0,0,Волга,1,10,walk
5298,nng,5500000,43.5,6.3,29.6,2,2,3,0,brick,0,1,0,0,Волга,0,0,NO
5299,nng,7419885,76.89,15.378,38.445,3,5,9,0,monolith,0,0,0,0,Волга,1,10,walk
5300,nng,6150000,62.4,7.8,39.5,3,9,9,0,brick,0,1,0,0,Волга,0,0,NO
5301,nng,16537988,64.6,12.92,32.3,2,8,13,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5302,nng,5600000,35.3,11.0,16.1,1,3,18,0,panel,0,1,0,0,Волга,0,0,NO
5303,nng,9010000,58.34,18.7,26.8,2,5,17,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5304,nng,6880000,30.0,8.0,18.0,1,2,15,1,monolith,0,0,1,0,Волга,1,10,walk
5305,nng,16397000,69.9,13.980000000000002,34.95,2,4,13,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5306,nng,3300000,35.5,9.0,18.0,1,9,9,0,brick,0,1,0,0,Волга,0,0,NO
5307,nng,5158500,42.1,14.6,15.2,1,1,4,0,monolithBrick,0,1,0,0,Волга,1,10,walk
5308,nng,5170000,24.51,4.902000000000001,16.3,1,11,17,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5309,nng,5162000,35.2,13.5,12.3,1,4,4,0,monolithBrick,0,1,0,0,Волга,1,10,walk
5310,nng,5179186,24.2,4.84,12.1,1,24,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5311,nng,5200000,30.2,6.0,18.0,1,1,5,1,panel,0,0,0,0,Волга,0,0,NO
5312,nng,5236000,37.4,7.5,18.5,2,9,14,0,brick,0,0,0,0,Волга,1,10,walk
5313,nng,5390000,30.3,8.6,10.5,1,4,4,0,monolithBrick,0,1,0,0,Волга,1,10,walk
5314,nng,5363000,34.6,12.5,11.9,1,12,14,0,brick,0,0,0,0,Волга,1,10,walk
5315,nng,5390000,38.5,7.5,19.0,2,3,14,0,brick,0,0,0,0,Волга,1,10,walk
5316,nng,5423320,55.34,11.068000000000001,27.67,2,9,9,0,monolith,0,0,0,0,Волга,1,10,walk
5317,nng,5457222,53.66,10.732,26.83,2,5,9,0,monolith,0,0,0,0,Волга,1,10,walk
5318,nng,5485060,55.97,11.194,27.985,2,1,9,0,monolith,0,0,0,0,Волга,1,10,walk
5319,nng,5481126,25.83,5.166,12.915,1,4,14,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5321,nng,5560000,35.09,14.7,10.6,1,19,27,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5322,nng,5600000,39.13,17.4,10.6,1,2,27,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5323,nng,5640000,39.73,17.4,14.1,1,1,27,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5324,nng,5690000,32.0,12.1,9.3,1,3,4,0,monolithBrick,0,1,0,0,Волга,1,10,walk
5325,nng,5743780,58.61,11.722000000000001,29.305,2,1,9,0,monolith,0,0,0,0,Волга,1,10,walk
5326,nng,5730000,40.61,17.4,15.0,1,1,27,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5327,nng,5756500,39.7,7.9,20.4,2,10,14,0,brick,0,0,0,0,Волга,1,10,walk
5328,nng,5835500,50.3,15.3,21.9,2,1,4,0,monolithBrick,0,1,0,0,Волга,1,10,walk
5329,nng,5838000,27.8,5.5600000000000005,13.9,1,2,14,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5330,nng,5840000,43.66,19.9,15.4,1,1,27,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5331,nng,5800000,42.72,20.0,11.9,1,2,27,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5332,nng,5900634,58.02,11.604000000000001,29.01,2,4,9,0,monolith,0,0,0,0,Волга,1,10,walk
5333,nng,5950000,42.36,19.6,11.9,1,6,27,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5334,nng,5900000,42.36,19.6,11.9,1,3,27,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5335,nng,5900000,54.1,5.5,39.0,3,5,6,0,brick,1,1,0,0,Волга,0,0,NO
5336,nng,6031000,53.4,15.3,25.4,2,4,4,0,monolithBrick,0,1,0,0,Волга,1,10,walk
5337,nng,6006000,56.0,11.0,29.5,2,1,4,0,monolithBrick,0,1,0,0,Волга,1,10,walk
5338,nng,6064500,56.5,11.0,29.5,2,4,4,0,monolithBrick,0,1,0,0,Волга,1,10,walk
5339,nng,6052941,32.2,7.1,9.7,1,3,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5340,nng,6133974,61.71,12.342,30.855,2,8,9,0,monolith,0,0,0,0,Волга,1,10,walk
5341,nng,6131860,62.57,12.514000000000001,31.285,2,1,9,0,monolith,0,0,0,0,Волга,1,10,walk
5342,nng,6137200,26.8,5.36,13.4,1,4,6,0,monolithBrick,0,1,1,0,Волга,1,10,walk
5343,nng,6126000,32.74,6.548000000000001,16.37,1,1,15,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5344,nng,6150000,43.4,7.0,28.0,2,4,9,0,panel,0,1,0,0,Волга,0,0,NO
5345,nng,6158000,32.45,6.490000000000001,16.225,1,2,15,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5346,nng,6293000,31.56,6.312,15.78,1,6,15,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5347,nng,6300000,81.7,8.1,57.6,3,1,3,0,block,0,1,0,0,Волга,0,0,NO
5348,nng,6375150,27.9,5.58,13.95,1,4,6,0,monolithBrick,0,1,1,0,Волга,1,10,walk
5349,nng,6433241,70.14,14.028,35.07,2,9,9,0,monolith,0,0,0,0,Волга,1,10,walk
5350,nng,6487356,70.73,14.146,35.365,2,1,9,0,monolith,0,0,0,0,Волга,1,10,walk
5351,nng,6442800,24.78,4.956,12.39,1,1,19,0,panel,0,0,0,0,Волга,1,10,walk
5352,nng,6487120,24.76,8.7,8.5,1,2,19,0,monolith,0,0,0,0,Волга,1,10,walk
5353,nng,6400000,36.0,10.5,17.2,1,2,10,1,monolithBrick,0,1,0,0,Волга,1,10,walk
5354,nng,6547500,48.5,8.2,26.0,2,4,14,0,brick,0,0,0,0,Волга,1,10,walk
5355,nng,6643763,47.5,9.5,23.75,2,2,21,0,monolith,0,1,0,0,Волга,1,10,walk
5356,nng,6662000,36.46,7.292000000000001,18.23,1,7,15,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5357,nng,6660000,37.98,16.2,11.8,1,17,17,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5358,nng,6663500,62.1,16.3,31.0,2,1,4,0,monolithBrick,0,1,0,0,Волга,1,10,walk
5359,nng,6736620,38.94,16.6,11.9,1,4,19,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5360,nng,6660000,39.06,16.2,13.9,1,12,17,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5361,nng,6691548,34.7,6.940000000000001,17.35,1,25,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5362,nng,6705500,62.5,14.2,27.7,2,1,4,0,monolithBrick,0,1,0,0,Волга,1,10,walk
5363,nng,6771929,50.3,10.06,25.15,2,2,21,0,monolith,0,1,0,0,Волга,1,10,walk
5364,nng,6797650,26.45,5.29,13.225,1,6,19,0,panel,0,0,0,0,Волга,1,10,walk
5365,nng,6800000,48.0,7.7,29.0,2,5,9,1,brick,0,1,0,0,Волга,1,10,walk
5366,nng,6840000,36.65,17.3,10.5,1,12,17,0,monolithBrick,0,2,0,0,Волга,1,10,walk
5367,nng,6875700,26.65,5.33,13.325,1,8,19,0,panel,0,0,0,0,Волга,1,10,walk
5368,nng,6835580,26.09,8.0,8.2,1,19,19,0,monolith,0,0,0,0,Волга,1,10,walk
5369,nng,6890000,26.5,8.4,8.5,1,15,19,0,monolith,0,0,0,0,Волга,1,10,walk
5370,nng,6843200,37.6,7.5200000000000005,18.8,1,4,19,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5371,nng,6851260,40.54,8.9,18.4,1,4,19,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5372,nng,6830980,40.42,8.9,18.4,1,5,19,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5373,nng,6875748,38.8,7.76,19.4,1,16,18,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5374,nng,6948000,49.3,9.86,24.65,2,17,21,0,monolith,0,1,0,0,Волга,1,10,walk
5375,nng,6900000,37.0,12.0,13.5,1,15,19,1,monolith,0,1,0,0,Волга,1,10,walk
5376,nng,6964000,36.94,7.388,18.47,1,2,15,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5377,nng,7038720,74.88,14.975999999999999,37.44,3,1,9,0,monolith,0,0,0,0,Волга,1,10,walk
5378,nng,7010000,43.86,17.7,14.4,1,1,24,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5379,nng,7074000,39.3,7.859999999999999,19.65,1,2,18,0,monolithBrick,0,2,0,0,Волга,1,10,walk
5380,nng,7217320,76.78,15.356000000000002,38.39,3,9,9,0,monolith,0,0,0,0,Волга,1,10,walk
5381,nng,7230000,44.92,19.1,13.9,1,1,17,0,monolithBrick,0,2,0,0,Волга,1,10,walk
5382,nng,7160000,38.42,17.6,11.5,1,2,17,0,monolithBrick,0,2,0,0,Волга,1,10,walk
5383,nng,7212000,43.22,8.644,21.61,1,2,15,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5384,nng,7164140,38.0,7.6000000000000005,19.0,1,25,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5385,nng,7250000,44.47,18.8,13.9,1,2,17,0,monolithBrick,0,2,0,0,Волга,1,10,walk
5386,nng,7257924,32.4,6.48,16.2,1,20,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5388,nng,7336000,52.4,9.2,27.8,2,10,14,0,brick,0,0,0,0,Волга,1,10,walk
5389,nng,7370000,55.21,15.7,23.6,2,20,27,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5390,nng,7410000,56.49,18.6,23.6,2,1,27,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5391,nng,7448000,41.55,8.31,20.775,1,7,15,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5392,nng,7480000,42.48,15.1,15.0,1,16,24,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5393,nng,7459996,39.4,7.88,19.7,1,25,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5394,nng,7454440,39.5,7.9,19.75,1,19,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5395,nng,7544098,40.8,12.9,10.7,1,6,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5396,nng,7580000,43.57,15.7,15.0,1,1,24,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5397,nng,7551000,41.95,8.39,20.975,1,2,15,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5398,nng,7547663,42.0,9.6,18.6,2,3,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5399,nng,7580020,37.34,15.7,11.7,1,19,19,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5400,nng,7505750,42.89,8.9,19.8,1,8,19,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5401,nng,7596000,40.68,8.136000000000001,20.34,1,10,15,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5402,nng,7560000,54.0,9.4,29.3,2,12,14,0,brick,0,0,0,0,Волга,1,10,walk
5403,nng,7600700,57.8,13.4,28.9,2,2,8,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5404,nng,7650000,59.5,7.0,43.2,3,3,9,0,panel,1,1,0,0,Волга,0,0,NO
5405,nng,7716798,43.8,8.7,17.7,2,3,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5406,nng,7790000,44.74,16.9,13.7,1,2,24,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5407,nng,7810000,60.63,16.5,27.2,2,2,27,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5408,nng,7805000,44.6,8.92,22.3,1,4,18,0,monolithBrick,0,2,0,0,Волга,1,10,walk
5409,nng,7870500,29.0,5.800000000000001,14.5,1,2,20,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5410,nng,7880000,60.63,16.5,27.2,2,2,27,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5411,nng,7859467,47.8,9.56,23.9,1,1,10,1,monolithBrick,0,1,0,0,Волга,1,10,walk
5412,nng,7880000,60.0,16.2,27.2,2,7,27,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5413,nng,7879144,40.2,12.9,10.8,1,15,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5414,nng,7987000,49.0,9.8,24.5,1,7,18,0,monolithBrick,0,2,0,0,Волга,1,10,walk
5415,nng,7969312,41.6,8.32,20.8,2,22,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5416,nng,7910599,44.9,6.7,21.8,2,3,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5417,nng,8100000,45.58,16.9,14.2,1,4,24,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5418,nng,8130000,59.34,15.8,27.2,2,27,27,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5419,nng,8092000,28.0,5.6000000000000005,14.0,1,15,20,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5420,nng,8136380,46.2,11.3,17.0,2,3,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5421,nng,8225000,32.0,6.4,16.0,1,23,24,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5422,nng,8173760,45.92,9.184000000000001,22.96,1,2,14,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5423,nng,8229438,53.1,10.620000000000001,26.55,2,24,25,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5424,nng,8214000,44.4,8.88,22.2,1,11,18,0,monolithBrick,0,2,0,0,Волга,1,10,walk
5425,nng,8272000,52.52,10.504000000000001,26.26,2,9,15,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5426,nng,8292800,45.44,9.088,22.72,1,10,14,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5427,nng,8296000,52.42,10.484000000000002,26.21,2,14,15,0,monolithBrick,0,0,0,0,Волга,1,10,walk
5428,nng,8302970,49.13,18.0,16.5,1,2,24,1,monolith,0,0,0,0,Волга,1,10,walk
